104.0,1.0
135.0,0.0
619.0,0.0
755.0,0.0
372.0,0.0
621.0,1.0
545.0,0.0
114.0,1.0
328.0,0.0
128.0,0.0
962.0,0.0
361.0,1.0
658.0,0.0
737.0,1.0
170.0,1.0
136.0,1.0
632.0,1.0
532.0,0.0
433.0,0.0
574.0,1.0
434.0,0.0
935.0,0.0
564.0,0.0
463.0,0.0
401.0,0.0
662.0,0.0
304.0,0.0
753.0,0.0
88.0,1.0
119.0,1.0
516.0,1.0
921.0,0.0
306.0,0.0
577.0,0.0
309.0,0.0
945.0,1.0
832.0,0.0
449.0,0.0
553.0,1.0
718.0,0.0
836.0,0.0
303.0,0.0
518.0,0.0
497.0,0.0
357.0,0.0
269.0,0.0
732.0,0.0
651.0,1.0
313.0,0.0
115.0,0.0
409.0,0.0
892.0,0.0
394.0,0.0
961.0,0.0
101.0,0.0
177.0,0.0
867.0,0.0
15.0,0.0
310.0,1.0
576.0,1.0
702.0,0.0
420.0,1.0
887.0,0.0
585.0,0.0
187.0,0.0
634.0,0.0
487.0,0.0
691.0,0.0
77.0,1.0
927.0,0.0
384.0,0.0
368.0,0.0
203.0,0.0
590.0,0.0
552.0,1.0
884.0,0.0
507.0,0.0
38.0,0.0
526.0,0.0
661.0,0.0
33.0,0.0
216.0,0.0
224.0,1.0
578.0,0.0
41.0,0.0
219.0,1.0
854.0,0.0
58.0,1.0
842.0,0.0
919.0,0.0
443.0,0.0
624.0,0.0
427.0,0.0
706.0,1.0
57.0,1.0
302.0,1.0
470.0,0.0
803.0,0.0
453.0,1.0
565.0,1.0
752.0,0.0
871.0,1.0
622.0,0.0
201.0,0.0
185.0,0.0
636.0,1.0
869.0,0.0
694.0,0.0
438.0,0.0
14.0,0.0
419.0,1.0
473.0,0.0
881.0,0.0
71.0,0.0
249.0,0.0
667.0,1.0
31.0,1.0
850.0,0.0
858.0,0.0
798.0,0.0
689.0,0.0
22.0,1.0
968.0,0.0
560.0,1.0
256.0,1.0
400.0,1.0
403.0,0.0
951.0,0.0
956.0,0.0
890.0,1.0
726.0,0.0
415.0,0.0
293.0,0.0
770.0,1.0
52.0,1.0
558.0,0.0
32.0,1.0
243.0,0.0
815.0,1.0
772.0,0.0
864.0,1.0
579.0,0.0
333.0,1.0
708.0,0.0
857.0,0.0
751.0,0.0
847.0,0.0
75.0,0.0
413.0,1.0
744.0,0.0
355.0,0.0
775.0,1.0
695.0,0.0
12.0,1.0
498.0,0.0
696.0,0.0
444.0,1.0
749.0,0.0
253.0,0.0
53.0,0.0
192.0,0.0
308.0,0.0
173.0,1.0
292.0,0.0
705.0,0.0
354.0,1.0
829.0,1.0
785.0,0.0
145.0,0.0
271.0,0.0
641.0,0.0
897.0,0.0
291.0,0.0
604.0,0.0
646.0,0.0
671.0,1.0
226.0,0.0
513.0,0.0
150.0,0.0
766.0,1.0
245.0,1.0
878.0,0.0
199.0,0.0
45.0,0.0
383.0,1.0
767.0,0.0
763.0,0.0
289.0,0.0
771.0,1.0
717.0,0.0
479.0,0.0
862.0,0.0
200.0,0.0
459.0,0.0
